Name,Flow,Amount,Description (name),Description (flow)
H2_EHP,H2_EHP,1.0,Hydrogen,Hydrogen (extra high pressure)
H2_EXP_EH,H2_EHP,-1.0,Hydrogen Expansion from Extra High Pressure to High Pressure,Hydrogen (extra high pressure)
H2_EXP_EH,H2_HP,1.0,Hydrogen Expansion from Extra High Pressure to High Pressure,Hydrogen (high pressure)
H2_EXP_EH_COGEN,ELECTRICITY_MV,0.007,Hydrogen Expansion from Extra High Pressure to High Pressure (co-generation unit),Electricity (medium voltage)
H2_EXP_EH_COGEN,H2_EHP,-1.0,Hydrogen Expansion from Extra High Pressure to High Pressure (co-generation unit),Hydrogen (extra high pressure)
H2_EXP_EH_COGEN,H2_HP,1.0,Hydrogen Expansion from Extra High Pressure to High Pressure (co-generation unit),Hydrogen (high pressure)
H2_EXP_EH_COGEN,HEAT_LOW_T_DECEN,-0.007,Hydrogen Expansion from Extra High Pressure to High Pressure (co-generation unit),"Heat (low temperature, decentralized)"
H2_EXP_HM,H2_HP,-1.0,Hydrogen Expansion from High Pressure to Medium Pressure,Hydrogen (high pressure)
H2_EXP_HM,H2_MP,1.0,Hydrogen Expansion from High Pressure to Medium Pressure,Hydrogen (medium pressure)
H2_EXP_HM_COGEN,ELECTRICITY_MV,0.01,Hydrogen Expansion from High Pressure to Medium Pressure (co-generation unit),Electricity (medium voltage)
H2_EXP_HM_COGEN,H2_HP,-1.0,Hydrogen Expansion from High Pressure to Medium Pressure (co-generation unit),Hydrogen (high pressure)
H2_EXP_HM_COGEN,H2_MP,1.0,Hydrogen Expansion from High Pressure to Medium Pressure (co-generation unit),Hydrogen (medium pressure)
H2_EXP_HM_COGEN,HEAT_LOW_T_DECEN,-0.01,Hydrogen Expansion from High Pressure to Medium Pressure (co-generation unit),"Heat (low temperature, decentralized)"
H2_EXP_ML,H2_LP,1.0,Hydrogen Expansion from Medium Pressure to Low Pressure,Hydrogen (low pressure)
H2_EXP_ML,H2_MP,-1.0,Hydrogen Expansion from Medium Pressure to Low Pressure,Hydrogen (medium pressure)
H2_EXP_ML_COGEN,ELECTRICITY_MV,0.02,Hydrogen Expansion from Medium Pressure to Low Pressure (co-generation unit),Electricity (medium voltage)
H2_EXP_ML_COGEN,H2_LP,1.0,Hydrogen Expansion from Medium Pressure to Low Pressure (co-generation unit),Hydrogen (low pressure)
H2_EXP_ML_COGEN,H2_MP,-1.0,Hydrogen Expansion from Medium Pressure to Low Pressure (co-generation unit),Hydrogen (medium pressure)
H2_EXP_ML_COGEN,HEAT_LOW_T_DECEN,-0.201,Hydrogen Expansion from Medium Pressure to Low Pressure (co-generation unit),"Heat (low temperature, decentralized)"
H2_HP,H2_HP,1.0,,Hydrogen (high pressure)
H2_LP,H2_LP,1.0,,Hydrogen (low pressure)
H2_MP,H2_MP,1.0,,Hydrogen (medium pressure)
H2_NG_CCGT,CO2_A,0.32,Combined Cycle Gas Turbine Hydrogen and Natural Gas Mix,CO2 emission (from carbon-intensive fields)
H2_NG_CCGT,ELECTRICITY_HV,1.0,Combined Cycle Gas Turbine Hydrogen and Natural Gas Mix,Electricity (high voltage)
H2_NG_CCGT,H2_MP,-0.362,Combined Cycle Gas Turbine Hydrogen and Natural Gas Mix,Hydrogen (medium pressure)
H2_NG_CCGT,NG_MP,-1.2,Combined Cycle Gas Turbine Hydrogen and Natural Gas Mix,Natural gas (medium pressure)
H2_NG_CCGT_CCS,CO2_C,0.318,Combined Cycle Gas Turbine Hydrogen and Natural Gas Mix with Carbon Capture,Captured CO2
H2_NG_CCGT_CCS,CO2_E,0.035,Combined Cycle Gas Turbine Hydrogen and Natural Gas Mix with Carbon Capture,CO2 emission (from nonconcentrated spot sources)
H2_NG_CCGT_CCS,ELECTRICITY_HV,1.0,Combined Cycle Gas Turbine Hydrogen and Natural Gas Mix with Carbon Capture,Electricity (high voltage)
H2_NG_CCGT_CCS,H2_MP,-0.4,Combined Cycle Gas Turbine Hydrogen and Natural Gas Mix with Carbon Capture,Hydrogen (medium pressure)
H2_NG_CCGT_CCS,NG_MP,-1.325,Combined Cycle Gas Turbine Hydrogen and Natural Gas Mix with Carbon Capture,Natural gas (medium pressure)
H2_SNG_CCGT,CO2_A,0.32,Combined Cycle Gas Turbine Hydrogen and Synthetic Natural Gas Mix,CO2 emission (from carbon-intensive fields)
H2_SNG_CCGT,ELECTRICITY_HV,1.0,Combined Cycle Gas Turbine Hydrogen and Synthetic Natural Gas Mix,Electricity (high voltage)
H2_SNG_CCGT,H2_MP,-0.362,Combined Cycle Gas Turbine Hydrogen and Synthetic Natural Gas Mix,Hydrogen (medium pressure)
H2_SNG_CCGT,SNG_MP,-1.2,Combined Cycle Gas Turbine Hydrogen and Synthetic Natural Gas Mix,Synthetic natural gas (medium pressure)
H2_SNG_CCGT_CCS,CO2_C,0.318,Combined Cycle Gas Turbine Hydrogen and Synthetic Natural Gas Mix with Carbon Capture,Captured CO2
H2_SNG_CCGT_CCS,CO2_E,0.035,Combined Cycle Gas Turbine Hydrogen and Synthetic Natural Gas Mix with Carbon Capture,CO2 emission (from nonconcentrated spot sources)
H2_SNG_CCGT_CCS,ELECTRICITY_HV,1.0,Combined Cycle Gas Turbine Hydrogen and Synthetic Natural Gas Mix with Carbon Capture,Electricity (high voltage)
H2_SNG_CCGT_CCS,H2_MP,-0.4,Combined Cycle Gas Turbine Hydrogen and Synthetic Natural Gas Mix with Carbon Capture,Hydrogen (medium pressure)
H2_SNG_CCGT_CCS,SNG_MP,-1.325,Combined Cycle Gas Turbine Hydrogen and Synthetic Natural Gas Mix with Carbon Capture,Synthetic natural gas (medium pressure)
H2_STO,H2_EHP,-1.0,Hydrogen to Storage,Hydrogen (extra high pressure)
H2_STO,H2_S,1.0,Hydrogen to Storage,Stored hydrogen
HT_LT,HEAT_HIGH_T,-1.0,High Temperature to Low Temperature Conversion,Heat (high temperature)
HT_LT,HEAT_LOW_T_DHN,1.0,High Temperature to Low Temperature Conversion,"Heat (low temperature, district heating network)"
HT_LT_DEC,HEAT_HIGH_T,-1.0,High Temperature to Low Temperature Conversion in Decentralized Systems,Heat (high temperature)
HT_LT_DEC,HEAT_LOW_T_DECEN,1.0,High Temperature to Low Temperature Conversion in Decentralized Systems,"Heat (low temperature, decentralized)"
HYDRO_DAM,ELECTRICITY_EHV,1.0,Hydroelectric Dam,Electricity (extra high voltage)
HYDRO_DAM,RES_HYDRO,-1.0,Hydroelectric Dam,Hydro resource
HYDRO_GAS,CO2_A,0.689,Hydrothermal Gasification,CO2 emission (from carbon-intensive fields)
HYDRO_GAS,ELECTRICITY_MV,0.094,Hydrothermal Gasification,Electricity (medium voltage)
HYDRO_GAS,SNG_MP,1.0,Hydrothermal Gasification,Synthetic natural gas (medium pressure)
HYDRO_GAS,WET_BIOMASS,-2.36,Hydrothermal Gasification,Wet biomass
HYDRO_GAS_CHP,CO2_A,1.481,"Hydrothermal Gasification (co-generation unit, components for heat and electricity)",CO2 emission (from carbon-intensive fields)
HYDRO_GAS_CHP,ELECTRICITY_MV,1.0,"Hydrothermal Gasification (co-generation unit, components for heat and electricity)",Electricity (medium voltage)
HYDRO_GAS_CHP,HEAT_HIGH_T,1.319,"Hydrothermal Gasification (co-generation unit, components for heat and electricity)",Heat (high temperature)
HYDRO_GAS_CHP,WET_BIOMASS,-3.937,"Hydrothermal Gasification (co-generation unit, components for heat and electricity)",Wet biomass
HYDRO_RIVER,ELECTRICITY_EHV,1.0,Hydroelectric Power from River Flow,Electricity (extra high voltage)
HYDRO_RIVER,RES_HYDRO,-1.0,Hydroelectric Power from River Flow,Hydro resource
IND_BOILER_BIOGAS,CO2_A,0.202,Industrial Boiler with BioGas Combustion,CO2 emission (from carbon-intensive fields)
IND_BOILER_BIOGAS,HEAT_HIGH_T,1.0,Industrial Boiler with BioGas Combustion,Heat (high temperature)
IND_BOILER_BIOGAS,SNG_MP,-1.02,Industrial Boiler with BioGas Combustion,Synthetic natural gas (medium pressure)
IND_BOILER_BIOOIL,BIO_LFO,-1.146,Industrial Boiler with BioOil Combustion,Bio-light fuel oil
IND_BOILER_BIOOIL,CO2_A,0.308,Industrial Boiler with BioOil Combustion,CO2 emission (from carbon-intensive fields)
IND_BOILER_BIOOIL,HEAT_HIGH_T,1.0,Industrial Boiler with BioOil Combustion,Heat (high temperature)
IND_BOILER_COAL,CO2_A,0.389,Industrial Boiler with Coal Combustion,CO2 emission (from carbon-intensive fields)
IND_BOILER_COAL,COAL,-1.22,Industrial Boiler with Coal Combustion,Coal
IND_BOILER_COAL,HEAT_HIGH_T,1.0,Industrial Boiler with Coal Combustion,Heat (high temperature)
IND_BOILER_GAS,CO2_A,0.202,Industrial Boiler with Gas Combustion,CO2 emission (from carbon-intensive fields)
IND_BOILER_GAS,HEAT_HIGH_T,1.0,Industrial Boiler with Gas Combustion,Heat (high temperature)
IND_BOILER_GAS,NG_MP,-1.02,Industrial Boiler with Gas Combustion,Natural gas (medium pressure)
IND_BOILER_OIL,CO2_A,0.308,Industrial Boiler with Oil Combustion,CO2 emission (from carbon-intensive fields)
IND_BOILER_OIL,HEAT_HIGH_T,1.0,Industrial Boiler with Oil Combustion,Heat (high temperature)
IND_BOILER_OIL,LFO,-1.146,Industrial Boiler with Oil Combustion,Light fuel oil
IND_BOILER_WASTE,CO2_A,0.379,Industrial Boiler with Waste Combustion,CO2 emission (from carbon-intensive fields)
IND_BOILER_WASTE,HEAT_HIGH_T,1.0,Industrial Boiler with Waste Combustion,Heat (high temperature)
IND_BOILER_WASTE,WASTE,-1.22,Industrial Boiler with Waste Combustion,Waste
IND_BOILER_WASTE_CC,CO2_C,0.369,Industrial Boiler with Carbon Capture using Waste Combustion,Captured CO2
IND_BOILER_WASTE_CC,CO2_E,0.369,Industrial Boiler with Carbon Capture using Waste Combustion,CO2 emission (from nonconcentrated spot sources)
IND_BOILER_WASTE_CC,HEAT_HIGH_T,1.0,Industrial Boiler with Carbon Capture using Waste Combustion,Heat (high temperature)
IND_BOILER_WASTE_CC,WASTE,-1.317,Industrial Boiler with Carbon Capture using Waste Combustion,Waste
IND_BOILER_WOOD,CO2_A,0.449,Industrial Boiler with Wood Combustion,CO2 emission (from carbon-intensive fields)
IND_BOILER_WOOD,HEAT_HIGH_T,1.0,Industrial Boiler with Wood Combustion,Heat (high temperature)
IND_BOILER_WOOD,WOOD,-1.157,Industrial Boiler with Wood Combustion,Woody biomass
IND_COGEN_BIOGAS,CO2_A,0.43,Industrial Cogeneration with BioGas Combustion,CO2 emission (from carbon-intensive fields)
IND_COGEN_BIOGAS,ELECTRICITY_HV,0.956,Industrial Cogeneration with BioGas Combustion,Electricity (high voltage)
IND_COGEN_BIOGAS,HEAT_HIGH_T,1.0,Industrial Cogeneration with BioGas Combustion,Heat (high temperature)
IND_COGEN_BIOGAS,SNG_MP,-2.174,Industrial Cogeneration with BioGas Combustion,Synthetic natural gas (medium pressure)
IND_COGEN_GAS,CO2_A,0.43,Industrial Cogeneration with Gas Combustion,CO2 emission (from carbon-intensive fields)
IND_COGEN_GAS,ELECTRICITY_HV,0.956,Industrial Cogeneration with Gas Combustion,Electricity (high voltage)
IND_COGEN_GAS,HEAT_HIGH_T,1.0,Industrial Cogeneration with Gas Combustion,Heat (high temperature)
IND_COGEN_GAS,NG_MP,-2.174,Industrial Cogeneration with Gas Combustion,Natural gas (medium pressure)
IND_COGEN_WASTE,CO2_A,0.691,Industrial Cogeneration using Waste Combustion,CO2 emission (from carbon-intensive fields)
IND_COGEN_WASTE,ELECTRICITY_HV,0.444,Industrial Cogeneration using Waste Combustion,Electricity (high voltage)
IND_COGEN_WASTE,HEAT_HIGH_T,1.0,Industrial Cogeneration using Waste Combustion,Heat (high temperature)
IND_COGEN_WASTE,WASTE,-2.222,Industrial Cogeneration using Waste Combustion,Waste
IND_COGEN_WASTE_CC,CO2_C,0.672,Industrial Cogeneration with Carbon Capture using Waste Combustion,Captured CO2
IND_COGEN_WASTE_CC,CO2_E,0.672,Industrial Cogeneration with Carbon Capture using Waste Combustion,CO2 emission (from nonconcentrated spot sources)
IND_COGEN_WASTE_CC,ELECTRICITY_HV,0.444,Industrial Cogeneration with Carbon Capture using Waste Combustion,Electricity (high voltage)
IND_COGEN_WASTE_CC,HEAT_HIGH_T,1.0,Industrial Cogeneration with Carbon Capture using Waste Combustion,Heat (high temperature)
IND_COGEN_WASTE_CC,WASTE,-2.4,Industrial Cogeneration with Carbon Capture using Waste Combustion,Waste
IND_COGEN_WOOD,CO2_A,0.733,Industrial Cogeneration with Wood Combustion,CO2 emission (from carbon-intensive fields)
IND_COGEN_WOOD,ELECTRICITY_HV,0.34,Industrial Cogeneration with Wood Combustion,Electricity (high voltage)
IND_COGEN_WOOD,HEAT_HIGH_T,1.0,Industrial Cogeneration with Wood Combustion,Heat (high temperature)
IND_COGEN_WOOD,WOOD,-1.887,Industrial Cogeneration with Wood Combustion,Woody biomass
IND_DIRECT_ELEC,ELECTRICITY_HV,-1.0,Industrial Direct Electricity Usage,Electricity (high voltage)
IND_DIRECT_ELEC,HEAT_HIGH_T,1.0,Industrial Direct Electricity Usage,Heat (high temperature)
IND_HP_ELEC,ELECTRICITY_MV,-0.2,Industrial Heat Pump Electricity Usage,Electricity (medium voltage)
IND_HP_ELEC,HEAT_HIGH_T,1.0,Industrial Heat Pump Electricity Usage,Heat (high temperature)
JETFUEL,JETFUEL,1.0,Jetfuel,Jet fuel
LCV_BIODIESEL_B100,BIO_DIESEL,-1.256,100% BioDiesel-Powered Light Commercial Vehicle,Bio-diesel
LCV_BIODIESEL_B100,CO2_E,0.332,100% BioDiesel-Powered Light Commercial Vehicle,CO2 emission (from nonconcentrated spot sources)
LCV_BIODIESEL_B100,MOB_FREIGHT_MD,1.0,100% BioDiesel-Powered Light Commercial Vehicle,Freight mobility
LCV_BIODIESEL_B100,MOB_FREIGHT_SD,1.0,100% BioDiesel-Powered Light Commercial Vehicle,Freight mobility
LCV_BIODIESEL_B20,BIO_DIESEL,-0.251,20% BioDiesel-Powered Light Commercial Vehicle,Bio-diesel
LCV_BIODIESEL_B20,CO2_E,0.332,20% BioDiesel-Powered Light Commercial Vehicle,CO2 emission (from nonconcentrated spot sources)
LCV_BIODIESEL_B20,DIESEL,-1.005,20% BioDiesel-Powered Light Commercial Vehicle,Diesel
LCV_BIODIESEL_B20,MOB_FREIGHT_MD,1.0,20% BioDiesel-Powered Light Commercial Vehicle,Freight mobility
LCV_BIODIESEL_B20,MOB_FREIGHT_SD,1.0,20% BioDiesel-Powered Light Commercial Vehicle,Freight mobility
LCV_CNG,CO2_E,0.33,Compressed Natural Gas-Powered Light Commercial Vehicle,CO2 emission (from nonconcentrated spot sources)
LCV_CNG,MOB_FREIGHT_MD,1.0,Compressed Natural Gas-Powered Light Commercial Vehicle,Freight mobility
LCV_CNG,NG_HP,-1.918,Compressed Natural Gas-Powered Light Commercial Vehicle,Natural gas (high pressure)
LCV_CNG,MOB_FREIGHT_SD,1.0,Compressed Natural Gas-Powered Light Commercial Vehicle,Freight mobility
LCV_CSNG,CO2_E,0.33,Compressed Synthetic Natural Gas-Powered Light Commercial Vehicle,CO2 emission (from nonconcentrated spot sources)
LCV_CSNG,MOB_FREIGHT_MD,1.0,Compressed Synthetic Natural Gas-Powered Light Commercial Vehicle,Freight mobility
LCV_CSNG,SNG_HP,-1.918,Compressed Synthetic Natural Gas-Powered Light Commercial Vehicle,Synthetic natural gas (high pressure)
LCV_CSNG,MOB_FREIGHT_SD,1.0,Compressed Synthetic Natural Gas-Powered Light Commercial Vehicle,Freight mobility
LCV_DIESEL,CO2_E,0.332,Diesel-Powered Light Commercial Vehicle,CO2 emission (from nonconcentrated spot sources)
LCV_DIESEL,DIESEL,-1.256,Diesel-Powered Light Commercial Vehicle,Diesel
LCV_DIESEL,MOB_FREIGHT_MD,1.0,Diesel-Powered Light Commercial Vehicle,Freight mobility
LCV_DIESEL,MOB_FREIGHT_SD,1.0,Diesel-Powered Light Commercial Vehicle,Freight mobility
LCV_EV,ELECTRICITY_MV,-0.575,Electric-Powered Light Commercial Vehicle,Electricity (medium voltage)
LCV_EV,MOB_FREIGHT_MD,1.0,Electric-Powered Light Commercial Vehicle,Freight mobility
LCV_EV,MOB_FREIGHT_SD,1.0,Electric-Powered Light Commercial Vehicle,Freight mobility
LCV_FC_H2,H2_HP,-0.655,Hydrogen Fuel Cell-Powered Light Commercial Vehicle,Hydrogen (high pressure)
LCV_FC_H2,MOB_FREIGHT_MD,1.0,Hydrogen Fuel Cell-Powered Light Commercial Vehicle,Freight mobility
LCV_FC_H2,MOB_FREIGHT_SD,1.0,Hydrogen Fuel Cell-Powered Light Commercial Vehicle,Freight mobility
LCV_GASOLINE,CO2_E,0.414,Gasoline-Powered Light Commercial Vehicle,CO2 emission (from nonconcentrated spot sources)
LCV_GASOLINE,GASOLINE,-1.529,Gasoline-Powered Light Commercial Vehicle,Gasoline
LCV_GASOLINE,MOB_FREIGHT_MD,1.0,Gasoline-Powered Light Commercial Vehicle,Freight mobility
LCV_GASOLINE,MOB_FREIGHT_SD,1.0,Gasoline-Powered Light Commercial Vehicle,Freight mobility
LCV_PHEV_DIESEL,CO2_E,0.075,Diesel-Powered Light Commercial Vehicle,CO2 emission (from nonconcentrated spot sources)
LCV_PHEV_DIESEL,DIESEL,-0.284,Diesel-Powered Light Commercial Vehicle,Diesel
LCV_PHEV_DIESEL,ELECTRICITY_MV,-0.449,Diesel-Powered Light Commercial Vehicle,Electricity (medium voltage)
LCV_PHEV_DIESEL,MOB_FREIGHT_MD,1.0,Diesel-Powered Light Commercial Vehicle,Freight mobility
LCV_PHEV_DIESEL,MOB_FREIGHT_SD,1.0,Diesel-Powered Light Commercial Vehicle,Freight mobility
LCV_PROPANE,CO2_E,0.366,Propane-Powered Light Commercial Vehicle,CO2 emission (from nonconcentrated spot sources)
LCV_PROPANE,MOB_FREIGHT_MD,1.0,Propane-Powered Light Commercial Vehicle,Freight mobility
LCV_PROPANE,PROPANE,-1.634,Propane-Powered Light Commercial Vehicle,Propane
LCV_PROPANE,MOB_FREIGHT_SD,1.0,Propane-Powered Light Commercial Vehicle,Freight mobility
LFO,LFO,1.0,Light fuel oil,Light fuel oil
LNG,LNG,1.0,Liquified natural gas,Liquified natural gas
LT_DEC_WH,HEAT_LOW_T_DECEN,-1.0,Low Temperature Decentralized Waste Heat,"Heat (low temperature, decentralized)"
LT_DEC_WH,HEAT_WASTE,1.0,Low Temperature Decentralized Waste Heat,Heat waste
LT_DHN_WH,HEAT_LOW_T_DHN,-1.0,Low Temperature District Heating Network Waste Heat,"Heat (low temperature, district heating network)"
LT_DHN_WH,HEAT_WASTE,1.0,Low Temperature District Heating Network Waste Heat,Heat waste
METATHESIS_PROPYLENE,CO2_A,0.557,Propylene Production via Metathesis,CO2 emission (from carbon-intensive fields)
METATHESIS_PROPYLENE,ETHYLENE,1.0,Propylene Production via Metathesis,Ethylene
METATHESIS_PROPYLENE,PROPYLENE,-3.226,Propylene Production via Metathesis,Propylene
METHANATION,CO2_C,-0.198,Methanation Process,Captured CO2
METHANATION,H2_MP,-1.282,Methanation Process,Hydrogen (medium pressure)
METHANATION,SNG_MP,1.0,Methanation Process,Synthetic natural gas (medium pressure)
METHANE_TO_METHANOL,CO2_A,-0.25,Conversion of Methane to Methanol,CO2 emission (from carbon-intensive fields)
METHANE_TO_METHANOL,METHANOL,1.0,Conversion of Methane to Methanol,Methanol
METHANE_TO_METHANOL,NG_MP,-1.4,Conversion of Methane to Methanol,Natural gas (medium pressure)
METHANOL,METHANOL,1.0,Methanol,Methanol
METHANOL_CARBONYLATION,ACETIC_ACID,1.0,Methanol Cabonylation Process,Acetic acid
METHANOL_CARBONYLATION,CO2_A,0.15,Methanol Cabonylation Process,CO2 emission (from carbon-intensive fields)
METHANOL_CARBONYLATION,METHANOL,-2.066,Methanol Cabonylation Process,Methanol
METHANOL_FT,CO2_C,-0.25,Methanol Synthesis via Fischer-Tropsch Process,Captured CO2
METHANOL_FT,ELECTRICITY_MV,-0.03,Methanol Synthesis via Fischer-Tropsch Process,Electricity (medium voltage)
METHANOL_FT,METHANOL,1.0,Methanol Synthesis via Fischer-Tropsch Process,Methanol
METHANOL_FT,NG_MP,-1.08,Methanol Synthesis via Fischer-Tropsch Process,Natural gas (medium pressure)
METHANOL_TO_AROMATICS,BENZENE,1.0,Conversion of Methanol to Aromatic Compounds,Benzene
METHANOL_TO_AROMATICS,CO2_A,13.186,Conversion of Methanol to Aromatic Compounds,CO2 emission (from carbon-intensive fields)
METHANOL_TO_AROMATICS,ETHYLENE,5.33,Conversion of Methanol to Aromatic Compounds,Ethylene
METHANOL_TO_AROMATICS,METHANOL,-74.074,Conversion of Methanol to Aromatic Compounds,Methanol
METHANOL_TO_AROMATICS,TOLUENE,6.296,Conversion of Methanol to Aromatic Compounds,Toluene
METHANOL_TO_AROMATICS,XYLENE,10.37,Conversion of Methanol to Aromatic Compounds,Xylene
METHANOL_TO_OLEFINS,CO2_A,25843.33,Conversion of Methanol to Olefinic Compounds,CO2 emission (from carbon-intensive fields)
METHANOL_TO_OLEFINS,ETHYLENE,1.0,Conversion of Methanol to Olefinic Compounds,Ethylene
METHANOL_TO_OLEFINS,METHANOL,-2.891,Conversion of Methanol to Olefinic Compounds,Methanol
METHANOL_TO_OLEFINS,PROPYLENE,1.643,Conversion of Methanol to Olefinic Compounds,Propylene
MINES_STORAGE,CO2_C,-1.0,Sequestration of CO2 in Mines,Captured CO2
MINES_STORAGE,CO2_E,0.308,Sequestration of CO2 in Mines,CO2 emission (from nonconcentrated spot sources)
MINES_STORAGE,CO2_S,0.692,Sequestration of CO2 in Mines,Sequestrated CO2
MINES_STORAGE,ELECTRICITY_MV,-0.0001,Sequestration of CO2 in Mines,Electricity (medium voltage)
NEW_HYDRO_DAM,ELECTRICITY_EHV,1.0,New Hydroelectric Dam,Electricity (extra high voltage)
NEW_HYDRO_DAM,RES_HYDRO,-1.0,New Hydroelectric Dam,Hydro resource
NEW_HYDRO_RIVER,ELECTRICITY_EHV,1.0,New Hydroelectric Power from River Flow,Electricity (extra high voltage)
NEW_HYDRO_RIVER,RES_HYDRO,-1.0,New Hydroelectric Power from River Flow,Hydro resource
NG_COMP_HE,ELECTRICITY_MV,-0.005,Natural Gas Compression from High Pressure to Extra High Pressure,Electricity (medium voltage)
NG_COMP_HE,NG_EHP,1.0,Natural Gas Compression from High Pressure to Extra High Pressure,Natural gas (extra high pressure)
NG_COMP_HE,NG_HP,-1.0,Natural Gas Compression from High Pressure to Extra High Pressure,Natural gas (high pressure)
NG_COMP_LM,ELECTRICITY_MV,-0.02,Natural Gas Compression from Low Pressure to Medium Pressure,Electricity (medium voltage)
NG_COMP_LM,NG_LP,-1.0,Natural Gas Compression from Low Pressure to Medium Pressure,Natural gas (low pressure)
NG_COMP_LM,NG_MP,1.0,Natural Gas Compression from Low Pressure to Medium Pressure,Natural gas (medium pressure)
NG_COMP_MH,ELECTRICITY_MV,-0.004,Natural Gas Compression from Medium Pressure to High Pressure,Electricity (medium voltage)
NG_COMP_MH,NG_HP,1.0,Natural Gas Compression from Medium Pressure to High Pressure,Natural gas (high pressure)
NG_COMP_MH,NG_MP,-1.0,Natural Gas Compression from Medium Pressure to High Pressure,Natural gas (medium pressure)
NG_EHP,NG_EHP,1.0,Natural gas,Natural gas (extra high pressure)
NG_EXP_EH,HEAT_LOW_T_DECEN,-0.001,Natural Gas Expansion from Extra High Pressure to High Pressure,"Heat (low temperature, decentralized)"
NG_EXP_EH,NG_EHP,-1.0,Natural Gas Expansion from Extra High Pressure to High Pressure,Natural gas (extra high pressure)
NG_EXP_EH,NG_HP,1.0,Natural Gas Expansion from Extra High Pressure to High Pressure,Natural gas (high pressure)
NG_EXP_EH_COGEN,ELECTRICITY_MV,0.005,Natural Gas Expansion from Extra High Pressure to High Pressure (co-generation unit),Electricity (medium voltage)
NG_EXP_EH_COGEN,HEAT_LOW_T_DECEN,-0.005,Natural Gas Expansion from Extra High Pressure to High Pressure (co-generation unit),"Heat (low temperature, decentralized)"
NG_EXP_EH_COGEN,NG_EHP,-1.0,Natural Gas Expansion from Extra High Pressure to High Pressure (co-generation unit),Natural gas (extra high pressure)
NG_EXP_EH_COGEN,NG_HP,1.0,Natural Gas Expansion from Extra High Pressure to High Pressure (co-generation unit),Natural gas (high pressure)
NG_EXP_HM,NG_HP,-1.0,Natural Gas Expansion from High Pressure to Medium Pressure,Natural gas (high pressure)
NG_EXP_HM,NG_MP,1.0,Natural Gas Expansion from High Pressure to Medium Pressure,Natural gas (medium pressure)
NG_EXP_HM_COGEN,ELECTRICITY_MV,0.004,Natural Gas Expansion from High Pressure to Medium Pressure (co-generation unit),Electricity (medium voltage)
NG_EXP_HM_COGEN,HEAT_LOW_T_DECEN,-0.004,Natural Gas Expansion from High Pressure to Medium Pressure (co-generation unit),"Heat (low temperature, decentralized)"
NG_EXP_HM_COGEN,NG_HP,-1.0,Natural Gas Expansion from High Pressure to Medium Pressure (co-generation unit),Natural gas (high pressure)
NG_EXP_HM_COGEN,NG_MP,1.0,Natural Gas Expansion from High Pressure to Medium Pressure (co-generation unit),Natural gas (medium pressure)
NG_EXP_ML,NG_LP,1.0,Natural Gas Expansion from Medium Pressure to Low Pressure,Natural gas (low pressure)
NG_EXP_ML,NG_MP,-1.0,Natural Gas Expansion from Medium Pressure to Low Pressure,Natural gas (medium pressure)
NG_EXP_ML_COGEN,ELECTRICITY_MV,0.02,Natural Gas Expansion from Medium Pressure to Low Pressure (co-generation unit),Electricity (medium voltage)
NG_EXP_ML_COGEN,HEAT_LOW_T_DECEN,-0.02,Natural Gas Expansion from Medium Pressure to Low Pressure (co-generation unit),"Heat (low temperature, decentralized)"
NG_EXP_ML_COGEN,NG_LP,1.0,Natural Gas Expansion from Medium Pressure to Low Pressure (co-generation unit),Natural gas (low pressure)
NG_EXP_ML_COGEN,NG_MP,-1.0,Natural Gas Expansion from Medium Pressure to Low Pressure (co-generation unit),Natural gas (medium pressure)
NG_HP,NG_HP,1.0,,Natural gas (high pressure)
NG_LP,NG_LP,1.0,,Natural gas (low pressure)
NG_MP,NG_MP,1.0,,Natural gas (medium pressure)
NG_PYROLYSIS_PLASMA,H2_MP,1.0,Plasma Natural Gas Pyrolysis,Hydrogen (medium pressure)
NG_PYROLYSIS_PLASMA,HEAT_HIGH_T,-0.356,Plasma Natural Gas Pyrolysis,Heat (high temperature)
NG_PYROLYSIS_PLASMA,HEAT_LOW_T_DHN,0.244,Plasma Natural Gas Pyrolysis,"Heat (low temperature, district heating network)"
NG_PYROLYSIS_PLASMA,NG_MP,-1.867,Plasma Natural Gas Pyrolysis,Natural gas (medium pressure)
NG_PYROLYSIS_THERMAL,H2_MP,1.0,Thermal Natural Gas Pyrolysis,Hydrogen (medium pressure)
NG_PYROLYSIS_THERMAL,HEAT_HIGH_T,-0.537,Thermal Natural Gas Pyrolysis,Heat (high temperature)
NG_PYROLYSIS_THERMAL,HEAT_LOW_T_DHN,0.39,Thermal Natural Gas Pyrolysis,"Heat (low temperature, district heating network)"
NG_PYROLYSIS_THERMAL,NG_MP,-1.902,Thermal Natural Gas Pyrolysis,Natural gas (medium pressure)
NG_REFORMING,CO2_A,0.27,Natural Gas Reforming,CO2 emission (from carbon-intensive fields)
NG_REFORMING,H2_MP,1.0,Natural Gas Reforming,Hydrogen (medium pressure)
NG_REFORMING,NG_MP,-1.365,Natural Gas Reforming,Natural gas (medium pressure)
NG_S,NG_S,1.0,,Stored natural gas
NG_STO,NG_EHP,-1.0,Natural Gas to Storage,Natural gas (extra high pressure)
NG_STO,NG_S,1.0,Natural Gas to Storage,Stored natural gas
NUCLEAR,CO2_A,0.011,Nuclear Power Generation,CO2 emission (from carbon-intensive fields)
